331.9725108,313.7574586,358.8419486,318.9510352,276.5796763,288.1610617
F,FALSE,,,,
314.7174655,307.7335741,303.1436952,287.6123296,299.7107266,297.1983115
T,FALSE,,,,
294.5287525,319.6875491,320.3334436,291.6898317,304.9577789,336.7656367
T,FALSE,,,,
275.254577,252.6227091,375.2012283,327.5068074,278.4773604,308.9842806
F,FALSE,,,,
349.6131349,323.6975275,381.1682612,295.72522,333.0383434,296.3293376
F,FALSE,,,,
297.1767168,333.7372977,303.8795409,296.5952506,264.2633523,267.9414318
F,FALSE,,,,
340.6616157,267.9545863,291.0809223,293.53913,294.3972039,256.5630859
T,TRUE,,,,
312.0155776,293.9802419,328.7633057,300.6298458,289.5283874,280.027975
F,FALSE,,,,
294.2814526,305.5156638,302.6904481,286.7866186,302.413698,266.0223544
T,TRUE,,,,
279.0308509,280.5200108,330.4698575,301.1582775,259.156813,271.2156627
T,FALSE,,,,
307.7217349,335.2269671,320.3388816,303.0798479,326.8144116,286.4790168
T,TRUE,,,,
340.1275887,385.1612001,307.2070201,323.6232377,299.1050537,303.8552832
F,FALSE,,,,
284.2563061,296.0717089,316.4079119,267.0579113,278.7267557,334.948969
T,TRUE,,,,
252.8900636,272.4552495,358.5015761,370.3902244,286.563732,321.0092273
F,FALSE,,,,
297.1078793,338.6438775,308.9024933,281.7505762,363.4703196,299.2189437
F,FALSE,,,,
315.5865105,279.2900103,315.4979508,275.9276227,370.4503315,268.337352
T,TRUE,,,,
341.5444748,241.9324411,333.0848673,339.2900282,308.0175989,290.7472471
F,FALSE,,,,
284.4253423,318.5042447,258.9039708,274.1338897,320.8627049,307.6072486
F,FALSE,,,,
323.3416921,339.3200976,298.4703349,227.8303525,305.2369346,188.7438268
T,TRUE,,,,
271.3236007,319.4329634,348.4992935,280.7777474,245.3529617,338.0214802
F,FALSE,,,,
280.6890298,293.3257875,299.1162491,294.784653,308.6945865,282.0438065
F,FALSE,,,,
315.1066903,328.0194036,325.3029761,296.1118275,298.1622315,306.9885915
F,FALSE,,,,
319.3879383,277.4603607,301.0368382,240.6694919,364.271403,298.9470669
F,FALSE,,,,
298.5732909,299.0629853,271.7341814,287.9747505,291.0242384,308.2402507
F,FALSE,,,,
278.2967743,298.945714,310.916823,289.1634622,295.5332936,286.3987734
F,FALSE,,,,
298.6798262,329.0770446,304.5949765,371.3377717,254.0441993,280.6074102
F,FALSE,,,,
327.2169728,299.8498932,293.833873,335.589998,256.3553304,266.4608206
F,FALSE,,,,
314.1315783,280.5819184,295.398597,304.6855922,343.7047209,306.9419159
F,FALSE,,,,
297.8976326,279.8715732,262.8187081,341.4882935,256.6588568,279.0309646
F,FALSE,,,,
298.8052258,306.5100146,299.1889691,282.2619001,302.3619007,277.6324667
F,FALSE,,,,
302.1309591,239.9391398,263.6218672,306.0253738,277.5458068,280.4235946
F,FALSE,,,,
321.987,325.2542758,274.5328432,292.0637639,281.6998924,303.9455383
F,FALSE,,,,
231.1958555,269.8152073,303.2575231,313.6350295,284.7558467,265.2719091
F,FALSE,,,,
288.7296636,338.6940096,304.948961,235.9718367,308.1685102,286.7604019
F,FALSE,,,,
300.450265,265.511573,359.7807642,302.6479063,295.3456021,279.539881
T,FALSE,,,,
330.3869854,286.0017107,274.1465927,318.6024444,314.910812,291.0305807
F,FALSE,,,,
305.2622638,249.1146893,305.5735554,325.2972591,292.2963523,270.3359451
F,FALSE,,,,
317.0160569,286.720049,307.7193578,279.8470629,304.6263093,333.281533
T,FALSE,,,,
279.7598533,238.3334376,309.0815439,328.0053234,319.6429125,312.7533684
F,FALSE,,,,
291.7613189,264.4856381,263.4586798,266.8550971,326.1337737,335.7109446
T,TRUE,,,,
371.4495153,256.7993065,342.847267,312.5406582,311.3472611,300.8075061
F,FALSE,,,,
287.7177413,298.2255095,321.1186323,254.9384458,314.8664377,302.0607451
F,FALSE,,,,
262.356362,319.7546092,298.4663266,290.3067265,289.9648984,314.7150217
F,FALSE,,,,
299.0921338,275.2642299,277.1327031,270.0235541,299.4953304,307.9796958
T,TRUE,,,,
358.455249,298.1552957,331.7737593,320.5896365,366.1882542,300.437144
T,FALSE,,,,
281.3612351,325.0564197,330.1670521,328.1750896,295.7327139,295.9002201
F,FALSE,,,,
308.5191214,309.6380423,274.7804636,360.1986334,309.8134316,251.6770926
T,FALSE,,,,
315.8852124,323.9703347,290.3966728,341.462564,297.9022027,279.8883539
F,FALSE,,,,
340.3598516,307.1106556,279.6385833,241.9664259,289.4842077,358.5150516
T,TRUE,,,,
312.7303277,314.9881011,264.11823,339.5315904,285.2208807,307.3372243
F,FALSE,,,,
312.812257,305.2355886,310.9999063,307.0371204,278.8887759,332.9372874
T,FALSE,,,,
301.8627498,263.3649845,278.0551221,370.2545934,201.8793312,324.8420686
T,TRUE,,,,
345.489562,313.804111,328.6262153,309.0638913,284.4909919,318.3429629
F,FALSE,,,,
298.9994739,297.6146234,297.1832366,350.4046126,288.5768287,285.2737246
F,FALSE,,,,
284.8438568,325.1433852,314.6782214,299.2105265,297.389138,283.2407901
F,FALSE,,,,
285.7809188,303.3078704,311.2727659,336.0161088,281.9347234,264.3667532
T,FALSE,,,,
283.6804578,353.1550691,321.6284859,268.5095957,295.5148221,297.0630282
F,FALSE,,,,
278.9370575,294.799376,224.2226917,314.1729008,331.1613783,344.0694145
T,TRUE,,,,
285.5151209,298.6534563,318.5029385,264.8084303,289.8301537,287.2321242
F,FALSE,,,,
308.6236336,325.8937121,310.2812027,290.8907914,323.6408239,300.4856852
F,FALSE,,,,
281.6860162,282.7968925,276.7578772,334.8890306,348.8932761,296.5264653
F,FALSE,,,,
290.9305249,341.285767,303.4012745,304.1362084,378.180177,257.5555261
T,TRUE,,,,
283.7012038,285.5714772,354.6547112,272.4955675,285.1886954,217.9915993
T,FALSE,,,,
317.1075569,323.5966582,320.3690737,257.9782823,270.9409921,329.910513
F,FALSE,,,,
309.029629,287.2872714,290.5268699,305.6308292,238.6970817,323.7045229
T,FALSE,,,,
272.518748,307.6896955,342.7803487,308.5091029,292.7017799,302.7834912
F,FALSE,,,,
317.5199793,362.6151451,310.1520987,272.8885761,308.7244412,312.5091782
F,FALSE,,,,
324.8042776,308.8102467,316.9842331,264.517649,330.8052376,285.8225908
F,FALSE,,,,
295.3503763,302.5504323,287.520319,263.1132347,311.351362,283.6415863
F,FALSE,,,,
315.9873813,293.0985513,282.6075275,274.4144147,332.1629504,296.6958324
F,FALSE,,,,
322.9448043,257.5454152,238.0949435,310.6953802,325.7008302,269.6740281
F,FALSE,,,,
310.0029662,319.2905347,323.9942172,318.352975,298.7708106,283.5431751
F,FALSE,,,,
281.446193,306.8754856,330.9447855,322.6187975,289.410399,252.9880354
T,TRUE,,,,
270.8633141,265.3516733,229.0178029,298.136117,279.9602015,310.0226633
T,TRUE,,,,
315.9482766,299.9446199,342.6806512,257.6323969,254.7085302,283.520483
F,FALSE,,,,
296.192697,268.1380592,221.7767273,299.7354622,322.8605338,244.0073656
F,FALSE,,,,
330.1476903,331.4037802,292.5352255,302.6981521,336.8077139,252.7641816
T,TRUE,,,,
314.0614294,322.8047428,361.3501815,252.2795416,321.8799216,331.4210019
F,FALSE,,,,
338.9679765,285.5558913,298.9020019,304.7558575,328.4300886,285.5980839
F,FALSE,,,,
268.8706567,284.3055936,307.9282512,288.2848373,321.3975383,299.9598176
F,FALSE,,,,
327.1414825,355.9799761,310.8709196,332.6854455,300.3473852,230.5439784
T,TRUE,,,,
290.9658093,321.2655026,283.7353201,303.1256131,290.6953247,346.2531294
T,TRUE,,,,
294.4141387,307.6097354,348.0221014,314.30214,268.4981994,305.6904052
F,FALSE,,,,
333.1475771,322.6038009,284.0958666,258.3242394,275.9779389,274.393966
F,FALSE,,,,
258.0130178,283.7380507,289.2614771,335.7949523,354.6085832,299.8931252
F,FALSE,,,,
331.4402666,323.4227624,327.1611685,281.2016112,316.4844206,283.5483605
F,FALSE,,,,
382.4343808,296.4923558,311.0939515,257.4407627,301.4209992,293.5870977
F,FALSE,,,,
317.2255513,239.9123882,329.5396315,326.824897,215.2731536,312.6264358
F,FALSE,,,,
361.6717391,296.4889601,277.611784,298.0913272,382.3659187,284.7896003
